"id","trust","check","condition","region","insecure","need","depend","purchases_market","age","wives_cowives","num_children","literate","education","sell_milk_meat","sell_handcrafts","wage_labor","farming","sell_crops","own_business","teaching","hh_size","hh_labor","urban_travel","engai_christian_same","god_mind","god_body","god_omnipotent","god_omniscient","god_omnibenevolent","god_punish","god_reward","rituals_frequency","prayer_frequency","disagree_god_frequency","maasai_all_cattle","polygyny","moran_eating","cattle_raid","educate_children","educate_women","cattle_over_cash","belief_god_important","children_share_religious","others_share_religious","farming_good","female_circumcision","maasai_worry_future","god_comfort_safety","donkeys","chickens","cattle","goats","sheep","roof","solar","wealth","TLU","MI"
70,1,NA,1,0,1.2,1.66666666666667,0.333333333333333,4,54,1,4,1,2,1,0,0,1,1,0,0,5,3,2,1,1,1,1,1,1,1,1,4,5,3,-2,-1,-1,-1,1,2,1,1,2,1,1,-1,1,2,2,10,20,34,0,1,1,3,18.5,1.49323035125847
71,1,0,0,0,1.6,2.4,0.25,4,53,2,8,1,2,0,1,0,1,1,0,0,12,5,1,1,1,1,1,1,1,1,1,4,5,3,-1,1,-1,-2,2,1,1,1,1,1,2,-1,1,1,2,4,10,31,12,1,1,4,12.34,1.49323035125847
72,0,1,1,0,1.4,2.5,0.333333333333333,4,36,1,2,0,1,0,0,0,1,1,0,0,5,2,3,1,1,1,1,1,1,1,1,4,5,2,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,3,5,8,0,0,1,3.9,0.694236703141574
73,1,0,1,0,1.2,4.33333333333333,0.5,4,40,2,10,1,2,0,0,0,1,0,0,0,13,3,2,1,1,1,1,1,1,-1,-1,2,4,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,-1,1,4,0,45,56,18,1,0,3,40.9,-0.104756944975327
74,1,0,0,0,1.6,4,0.25,4,33,1,3,0,1,1,0,0,1,1,0,0,5,2,3,1,1,1,1,1,1,1,1,2,4,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,-1,1,2,0,10,17,0,0,0,1,9.7,1.49323035125847
75,0.5,1,0,0,1.2,3,0.333333333333333,4,49,2,11,0,1,0,0,0,1,1,0,0,15,5,2,1,1,0,1,1,1,1,1,2,4,1,1,1,-1,-1,1,1,1,1,1,1,1,1,0,1,2,0,10,15,10,0,0,2,10.5,0.694236703141574
76,0.5,1,1,0,1.6,3.85714285714286,0.333333333333333,3,51,3,4,0,1,0,0,0,1,1,0,0,27,7,1,-1,-1,-1,1,1,0,0,0,1,4,1,1,1,-1,1,1,1,2,1,1,1,1,1,2,1,1,0,4,13,0,0,0,3,4.6,-0.104756944975327
77,1,NA,0,0,1.6,2,0.333333333333333,4,29,1,2,0,1,0,0,0,1,1,0,0,4,2,1,1,1,1,1,1,1,0,1,1,4,1,-1,1,-1,-1,1,1,0,1,1,1,1,-1,1,1,1,15,3,10,3,0,0,1,4.05,0.694236703141574
78,1,1,0,0,1.2,4.5,0.333333333333333,4,34,1,4,1,2,0,0,0,1,1,0,0,9,2,1,1,1,0,1,1,1,1,1,2,4,1,-1,-1,-2,-1,1,1,0,1,1,1,2,1,-1,1,4,0,15,27,33,0,0,1,18.5,0.694236703141574
79,1,0,1,0,1.2,4.33333333333333,0.25,4,36,2,7,0,1,0,1,0,1,1,0,0,13,3,1,1,1,1,1,1,1,1,1,1,4,1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-2,2,1,8,5,9,10,0,0,2,5.98,1.49323035125847
80,0.5,1,1,0,1.2,3.66666666666667,1,3,38,2,8,0,1,0,0,0,0,0,0,0,11,3,2,-1,0,0,1,1,1,1,1,1,4,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,7,0,81,105,72,0,0,2,77.9,-0.903750593092228
81,1,0,0,0,1.2,3.5,0.333333333333333,4,44,1,5,0,1,0,0,0,1,1,0,0,7,2,1,1,1,1,1,1,1,1,1,2,4,1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,3,2,10,0,0,0,1,2.93,0.694236703141574
82,1,0,0,0,1.2,1,0.333333333333333,4,48,1,6,0,1,0,0,0,1,1,0,0,8,8,1,1,-1,-1,1,1,1,-1,1,4,5,3,-1,-1,-1,-1,1,1,0,2,1,1,1,-1,1,1,1,5,12,32,0,1,1,3,12.15,0.694236703141574
83,1,0,1,0,1.75,1.66666666666667,0.333333333333333,4,64,1,3,1,2,0,0,0,1,1,0,0,5,3,1,1,1,-1,1,1,1,-1,1,4,5,4,-1,-1,-1,-1,2,2,1,2,1,1,2,-1,1,2,2,10,3,14,7,0,0,1,5.3,0.694236703141574
84,1,0,0,0,1.2,3,0.333333333333333,4,31,2,3,0,1,0,0,0,1,1,0,0,9,3,1,1,1,1,1,1,1,-1,1,4,5,5,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,2,7,4,8,0,1,1,4,4.67,0.694236703141574
85,0,1,0,1,1.4,1.5,0.2,4,20,4,1,1,2,1,0,1,0,1,1,0,3,2,1,0,-1,0,1,1,1,1,1,1,4,1,1,2,-2,-2,1,-1,0,2,2,1,2,2,0,1,4,0,5,3,7,0,0,4,6.5,1.49323035125847
86,0,1,0,1,1.2,2,0.5,3,25,6,4,1,2,0,0,0,1,0,0,0,4,2,1,-1,-1,-1,1,1,1,1,1,2,2,1,2,1,-2,2,1,0,2,2,2,1,1,2,-2,2,1,1,1,1,1,0,0,6,1.41,-0.903750593092228
87,1,0,0,1,0.6,2.5,0.5,3,27,1,3,0,1,0,0,0,1,0,0,0,5,2,1,-1,1,-1,1,1,1,0,1,2,5,1,1,2,-1,0,2,2,2,1,2,2,2,1,0,1,1,3,4,5,5,0,0,1,4.33,-0.903750593092228
88,0,1,0,1,1.2,1,0.333333333333333,2,68,2,11,0,1,0,0,1,1,0,0,0,5,5,1,0,1,-1,1,0,1,0,0,1,5,1,2,1,0,-2,2,0,1,2,-2,1,0,2,-2,-1,17,0,70,80,40,0,0,2,69.5,-1.70274424120913
89,0,1,0,1,0.8,1.25,0.166666666666667,3,65,3,10,0,1,1,0,0,1,1,1,1,5,4,3,1,1,-1,1,1,1,0,1,4,5,1,0,2,2,-2,2,-1,0,1,2,1,-1,2,-2,2,3,7,5,4,4,0,0,3,5.87,0.694236703141574
90,1,0,0,1,1.6,1.33333333333333,0.2,3,78,2,9,0,1,0,0,0,1,1,1,1,4,3,1,0,1,0,1,1,1,1,1,2,5,1,1,2,-1,0,2,-2,1,0,2,2,0,2,1,2,3,6,3,10,5,0,0,2,5.16,-0.104756944975327
91,0,1,0,1,0.6,1.5,0.333333333333333,3,25,2,6,0,1,0,0,1,1,0,0,0,6,4,1,1,-1,-1,1,0,1,0,-1,3,5,1,-1,-1,1,-2,2,0,1,2,2,0,1,2,-1,2,4,0,3,5,10,0,0,2,5.6,-0.903750593092228
92,0,1,0,1,0.8,1.33333333333333,0.333333333333333,3,32,1,2,0,1,0,0,1,1,0,0,0,4,3,4,1,0,-1,1,1,1,1,1,1,1,1,1,2,-2,-2,2,2,0,1,0,-2,1,1,-1,1,5,5,2,10,6,0,1,2,5.55,-0.903750593092228
93,0,1,0,1,1.4,1.25,1,3,45,1,4,0,1,0,0,0,0,0,0,0,5,4,5,1,-1,-1,1,1,1,1,1,1,1,1,-2,1,-2,-2,2,1,0,1,1,1,0,2,2,1,0,0,0,4,3,0,0,1,0.7,-0.903750593092228
94,NA,NA,NA,1,1.2,3.66666666666667,0.333333333333333,2,47,2,8,0,1,0,1,0,1,0,0,0,11,3,3,-1,0,0,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,100,100,10,60,0,1,3,80.5,-0.903750593092228
95,0,1,0,1,0.8,1.5,0.5,2,23,1,1,1,2,0,0,0,1,0,0,0,3,2,2,1,0,0,1,1,1,1,1,1,1,1,2,2,0,-2,0,-2,1,2,0,-1,-1,-1,-2,2,2,5,8,8,0,0,0,1,7.45,-1.70274424120913
96,0,1,0,1,0.75,1.33333333333333,0.333333333333333,3,37,3,4,0,1,0,0,0,1,1,0,0,4,3,1,1,-1,0,1,1,-1,0,1,1,1,1,2,1,-2,2,2,2,2,0,-1,0,2,0,-2,2,5,6,4,10,10,0,1,4,7.36,-0.104756944975327
97,0,1,0,1,0.4,1.5,0,3,39,4,6,0,1,0,1,1,1,0,1,0,6,4,2,0,-1,-1,1,0,1,1,1,4,2,1,2,1,0,2,2,1,0,-1,2,1,2,-2,0,1,7,0,85,150,180,0,1,5,96,-0.104756944975327
98,1,0,0,1,1.2,1.4,0.166666666666667,5,29,2,10,0,1,1,0,1,1,1,1,0,7,5,4,1,-1,0,1,1,1,0,0,1,4,1,2,2,-2,-2,0,0,2,0,2,1,0,-1,-2,-1,20,2,8,7,15,0,0,2,17.82,2.29222399937538
99,0,1,0,1,1,1.75,0.25,3,23,4,7,0,1,0,0,0,1,1,1,0,7,4,1,1,-1,0,-1,-1,1,1,1,1,1,1,2,1,-2,0,-1,1,2,0,0,-1,0,2,0,-1,2,20,20,3,54,0,0,4,20.9,-0.104756944975327
100,0,1,0,1,0.8,1,1,4,23,1,0,0,1,0,0,0,0,0,0,0,2,2,1,-1,1,1,1,1,1,1,1,1,3,1,2,2,-1,1,2,2,2,1,1,0,1,-1,1,2,1,4,1,2,4,0,0,1,1.84,-0.104756944975327
101,1,0,0,1,0.6,1.5,1,3,41,3,7,0,1,0,0,0,0,0,0,0,6,4,2,0,1,-1,1,1,0,0,0,1,1,1,1,0,-2,1,2,1,2,1,2,1,-1,-1,2,1,0,250,100,1,100,0,0,3,82.6,-0.903750593092228
102,0,1,0,1,0.8,2.5,0.333333333333333,3,30,1,7,1,2,0,0,1,1,0,0,0,5,2,2,0,-1,-1,1,0,0,0,0,1,1,1,2,1,1,0,2,1,2,1,1,2,0,-1,1,-2,1,2,40,30,10,0,0,1,32.52,-0.903750593092228
103,0,1,0,1,0.6,1.66666666666667,0.333333333333333,3,36,2,7,1,2,0,0,1,1,0,0,0,5,3,2,1,-1,-1,0,1,1,0,0,1,2,1,2,2,1,1,2,1,2,1,2,2,0,0,1,1,3,0,16,15,28,0,0,2,17,-0.903750593092228
104,0,1,0,1,0.8,1.5,0.5,3,20,1,1,0,1,0,0,0,1,0,0,0,3,2,2,0,-1,1,0,1,-1,0,0,1,1,1,2,1,1,2,1,0,0,-1,-1,-2,1,2,-1,0,0,0,1,5,1,0,0,1,1.3,-0.903750593092228
105,0,1,0,1,0.8,1.25,1,3,38,2,11,0,1,0,0,0,0,0,0,0,5,4,1,-1,-1,0,1,1,1,0,1,2,4,1,2,2,-1,-1,1,1,2,1,2,1,-2,1,2,2,1,40,2,2,1,0,0,2,2.6,-0.903750593092228
106,0,1,1,1,0.8,1.25,1,3,72,4,15,0,1,0,0,0,0,0,0,0,5,4,1,1,-1,-1,-1,1,1,-1,1,1,4,1,2,2,-2,2,1,0,0,1,0,0,1,-2,0,1,7,0,105,72,4,0,0,4,84.6,-0.903750593092228
107,0,1,1,1,1,1.66666666666667,0.5,3,42,2,8,0,1,0,0,0,1,0,0,0,10,6,1,0,0,1,1,1,1,0,0,1,4,1,2,2,1,-2,-2,0,0,1,2,1,2,1,0,2,4,2,6,3,3,0,0,2,6.82,-0.903750593092228
108,0,1,1,1,1,1,1,3,43,4,0,0,1,0,0,0,0,0,0,0,2,2,1,-1,0,-1,0,1,1,0,0,1,4,1,2,1,0,-2,0,0,2,0,1,1,2,0,1,2,5,0,12,11,9,0,0,4,12.9,-0.903750593092228
109,0,1,1,1,0.8,1.4,0.5,3,74,7,8,0,1,0,0,0,1,0,0,0,7,5,1,1,0,1,1,1,1,0,0,1,4,1,1,2,1,-2,0,1,0,1,2,2,1,2,-1,1,2,1,5,4,3,0,0,7,5.21,-0.903750593092228
110,0,1,0,1,0.8,1.33333333333333,0.5,1,80,7,40,0,1,0,0,0,1,0,0,0,100,75,1,-1,0,0,1,0,0,1,1,1,5,1,2,2,-2,1,0,-2,2,0,0,0,1,0,-1,1,4,0,80,15,10,0,0,7,60.5,-2.50173788932603
111,1,0,0,1,0.75,2,0.25,3,34,1,6,0,1,0,0,1,1,0,1,0,4,2,1,-1,-1,0,1,1,1,1,1,3,5,1,2,2,-2,-1,2,-2,0,1,2,0,1,1,0,2,4,0,3,5,6,0,0,1,5.2,-0.903750593092228
112,0,1,0,1,1.2,1.66666666666667,0.333333333333333,2,29,2,3,0,1,0,0,1,1,0,0,0,5,3,3,-1,1,-1,1,1,1,0,-1,1,1,1,2,0,-1,2,1,2,2,1,0,2,1,0,-1,2,8,0,15,9,4,0,0,2,15.8,-1.70274424120913
113,0,1,0,1,0.8,1,0.5,3,50,12,12,0,1,0,0,0,1,0,0,0,4,4,1,1,0,1,0,-1,-1,1,0,1,4,1,2,1,2,1,0,2,2,1,2,1,2,2,0,1,0,3,30,2,2,0,0,12,21.43,-0.903750593092228
114,0,1,0,1,0.6,2.5,0.2,4,24,1,4,1,3,0,0,1,1,1,0,1,5,2,2,1,1,1,1,1,1,1,1,4,5,4,-2,-2,2,-2,2,2,1,1,1,2,1,-2,1,2,0,2,4,3,5,0,0,1,3.62,0.694236703141574
115,0,1,0,1,1.2,3.5,0.333333333333333,4,35,2,7,0,1,0,0,0,1,1,0,0,7,2,1,0,-1,0,1,1,1,1,1,3,3,1,-2,-1,-2,-1,2,1,0,2,1,1,1,2,-2,2,2,0,3,4,3,0,0,2,3.8,0.694236703141574
116,0,1,0,1,0.4,1,0.333333333333333,2,68,6,9,0,1,0,0,0,1,1,0,0,5,5,1,1,1,-1,1,1,1,1,1,5,5,1,1,2,-1,0,2,2,1,2,1,2,1,0,1,2,3,20,50,40,4,0,0,6,41.1,-0.903750593092228
117,0,1,0,1,0.6,2,0.5,3,80,7,40,0,1,0,0,0,1,0,0,0,20,4,1,0,-1,0,0,0,0,1,0,1,1,1,2,2,-1,1,1,0,2,0,0,0,1,2,0,2,3,0,95,82,78,0,0,7,84,-0.903750593092228
118,0,1,0,1,1,1.5,0.25,5,52,1,5,0,1,0,0,1,1,0,1,0,3,2,4,0,1,-1,1,0,1,0,0,1,4,3,2,1,0,1,2,2,1,1,2,2,1,1,1,2,3,0,32,4,18,0,0,1,26.1,0.694236703141574
119,0,1,0,1,0.8,1.5,0.333333333333333,2,27,2,1,0,1,0,0,0,1,1,0,0,3,2,1,1,1,0,1,1,1,1,1,1,2,1,1,2,-2,-1,2,1,2,1,0,0,1,2,0,2,4,4,7,10,20,0,0,2,9.94,-0.903750593092228
120,0,1,0,1,0.6,2.5,0.25,3,27,1,1,0,1,0,1,1,1,0,0,0,5,2,2,0,-1,0,-1,1,1,0,-1,1,1,1,2,2,2,-1,-2,1,2,-1,-2,-1,2,2,1,2,2,0,0,4,0,0,0,1,1.4,-0.104756944975327
121,0,1,0,1,0.75,2,0.5,3,24,0,0,0,1,0,0,0,1,0,0,0,2,1,5,1,1,-1,1,1,1,0,0,1,1,1,2,2,-1,1,1,2,2,1,2,2,1,2,1,0,12,0,75,750,520,0,1,1,185.5,-0.903750593092228
122,0,1,0,1,0.8,1.33333333333333,0.2,3,29,2,5,1,2,0,0,1,1,1,1,0,4,3,5,1,1,-1,1,0,1,0,1,1,1,1,2,2,1,2,0,-1,-1,-1,-1,0,-2,2,0,1,0,0,2,5,10,0,0,2,2.9,-0.104756944975327
123,0,1,0,1,0.8,1.5,0.5,3,30,3,7,0,1,0,0,0,1,0,0,0,9,4,1,0,-1,-1,1,1,1,1,1,4,4,1,2,1,-2,2,2,-1,2,0,1,1,2,0,0,2,10,40,100,40,40,0,0,3,83.4,-0.903750593092228
124,0,1,1,1,1,3.5,0.5,3,24,2,5,1,3,0,0,0,1,0,0,0,7,2,2,1,1,-1,0,1,1,0,0,2,4,1,2,2,1,0,1,1,2,1,2,0,1,0,0,1,7,0,76,48,15,0,0,2,63,-0.903750593092228
125,NA,NA,NA,1,0.25,1.5,1,3,26,1,1,0,1,0,0,0,0,0,0,0,3,2,1,0,1,-1,1,1,1,0,0,1,1,1,1,2,-1,-1,1,-1,0,1,-1,2,1,2,2,1,1,0,3,16,6,0,0,1,4.8,-0.903750593092228
126,0,1,0,1,1,1,0.5,4,80,5,12,0,1,0,0,0,0,0,0,1,7,7,1,-1,0,-1,1,1,1,1,1,1,4,1,2,2,-2,1,2,0,2,-1,1,2,0,1,0,1,20,50,200,85,45,0,0,5,163.5,-0.104756944975327
127,0.5,1,1,1,1.2,1.5,0.5,3,28,0,0,0,1,0,0,0,1,0,0,0,3,2,1,1,0,-1,1,1,1,1,1,1,4,1,2,1,0,-1,1,1,1,2,0,-1,1,0,-1,2,17,0,150,85,28,0,0,0,124.8,-0.903750593092228
128,0,1,1,1,0.8,1.75,1,3,36,4,6,0,1,0,0,0,0,0,0,0,7,4,3,0,0,0,1,0,1,0,0,1,1,1,2,1,-1,0,2,-2,2,0,0,0,1,2,1,2,10,0,25,2,10,0,0,4,23.7,-0.903750593092228
129,0,1,1,1,0.8,2.25,1,4,32,3,11,0,1,0,0,0,0,0,0,0,9,4,1,1,-1,1,0,0,1,0,0,1,1,1,2,2,-2,1,2,1,2,1,0,0,1,-2,0,1,56,0,100,230,150,0,1,4,136,-0.104756944975327
130,0,1,0,1,1,1.6,0.333333333333333,2,75,8,40,0,1,0,0,0,1,1,0,0,32,20,3,0,-1,0,1,1,1,0,-1,1,4,1,-1,1,-2,2,2,1,2,0,0,0,2,1,0,2,88,0,80,230,100,0,1,9,133,-0.903750593092228
131,0,1,0,1,0.8,2,0.5,5,30,2,3,0,1,0,0,0,0,0,1,0,6,3,1,1,1,-1,0,0,1,0,0,4,4,1,1,0,0,1,1,2,1,2,0,1,1,2,0,2,3,0,14,7,20,0,0,2,14,0.694236703141574
132,0,1,0,1,0.8,1.2,0.25,5,65,4,4,0,1,0,0,0,1,1,1,0,6,5,4,1,1,-1,1,0,1,0,0,1,1,1,2,1,2,1,2,1,2,0,2,0,1,0,1,0,4,10,5,10,20,0,0,4,8.6,1.49323035125847
133,0,1,0,1,0.8,2.33333333333333,0.2,4,52,2,4,0,1,1,0,0,1,1,1,0,7,3,3,1,0,0,1,1,1,0,0,1,1,1,2,1,2,0,1,0,2,1,2,1,2,1,2,1,2,5,2,5,10,0,0,2,3.95,1.49323035125847
134,0,1,0,1,0.8,1.4,0.5,2,50,4,11,0,1,0,0,0,0,0,1,0,14,10,1,1,0,-1,1,1,0,0,0,1,1,1,1,1,0,1,2,2,2,2,1,1,2,2,1,2,4,0,6,5,10,0,0,4,7.7,-1.70274424120913
135,NA,1,0,1,1,2.5,0.5,4,32,1,2,1,2,0,0,0,1,0,0,0,5,2,1,1,0,-1,1,1,1,1,1,2,4,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,5,1000,200,500,0,0,1,770.55,-0.104756944975327
136,NA,1,0,1,0.8,1.875,0.5,4,68,2,12,1,2,0,0,0,1,0,0,0,15,8,1,-1,1,-1,1,1,1,-1,0,1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,1,6,10,30,100,20,0,0,2,36.1,-0.104756944975327
137,NA,NA,NA,1,1,3,0.25,4,37,1,4,1,2,0,0,1,1,1,0,0,6,2,1,1,1,0,1,1,1,1,1,1,5,1,1,1,-1,-1,1,1,-1,1,1,-1,1,1,-1,1,2,0,6,15,6,0,0,1,7.3,0.694236703141574
138,0,1,0,1,1.4,1.25,0.2,3,68,2,7,0,2,1,0,1,1,0,0,1,5,4,3,-1,-1,-1,1,1,1,1,1,2,4,1,2,2,-1,2,1,2,2,2,2,2,1,-1,2,2,3,10,4,40,30,0,0,2,11.4,-0.104756944975327
139,0.5,1,0,1,1.4,3.33333333333333,0.25,5,55,1,8,0,1,0,0,1,1,1,0,0,10,3,2,1,0,0,1,1,1,1,1,2,3,1,2,2,-2,-2,2,-2,2,2,2,0,2,-2,0,2,3,0,15,47,39,0,1,2,20.6,1.49323035125847
140,0,1,0,1,1,1.625,1,3,80,9,37,0,1,0,0,0,0,0,0,0,52,32,1,-1,1,-1,1,0,1,0,0,1,4,1,1,1,-1,0,2,1,1,2,2,0,1,0,1,0,10,0,70,30,20,0,0,9,59,-0.903750593092228
141,0,1,0,1,0.6,2.66666666666667,0.5,3,42,2,5,0,1,0,0,0,1,0,0,0,8,3,3,1,0,-1,1,1,1,0,0,1,4,1,2,2,-1,1,2,2,1,1,2,0,1,0,1,2,3,0,7,4,5,0,0,2,7.3,-0.903750593092228
142,0,1,1,1,1,1.4,0.5,2,69,7,7,0,1,0,0,0,1,0,0,0,7,5,1,1,1,-1,1,1,1,1,1,1,1,1,2,1,0,1,2,1,0,1,1,2,2,1,1,2,5,0,8,32,6,0,0,7,11.9,-1.70274424120913
143,0,1,1,1,1,2.14285714285714,0.25,3,32,4,11,0,1,0,0,1,0,1,1,0,15,7,1,0,0,-1,1,0,0,0,0,1,1,1,2,1,0,-1,2,2,1,2,0,0,1,0,1,2,92,0,100,165,78,0,1,5,140.3,-0.104756944975327
144,0,1,0,1,1.4,2.5,0.5,4,30,1,3,0,1,0,0,0,1,0,0,0,5,2,1,1,0,0,0,1,1,0,0,1,1,1,2,2,1,2,1,1,2,1,2,1,2,1,2,1,3,0,7,4,5,0,0,1,7.3,-0.104756944975327
145,0,1,1,1,0.8,1.05,0.5,3,80,12,40,0,1,0,0,0,1,0,0,0,105,100,1,1,-1,-1,1,0,1,0,0,1,1,1,2,1,-1,1,2,0,-1,0,0,1,0,2,2,1,7,0,15,3,9,0,0,12,15.2,-0.903750593092228
